Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
15058,Atria Huntington,AH,Adult Home,04/08/1988,165 Beverly Road,,Huntington,New York,11746,6315493533.0,6315470439.0,www.atriaretirementliving.com#http://www.atriaretirementliving.com#,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-931,"ATR New York LH, Inc.",500 N. Hurstbourne Parkway,Suite 200,Louisville,New York,40222,,,Suite 200,,New York,,Business Corporation,40.828988,-73.381883,"(40.828988, -73.381883)"
13124,"Recco Home Care Service, Inc.",LHCSA,Licensed Home Care Services Agency,03/04/2011,472 Montauk Highways,,East Quogue,New York,11942-3927,6316535500.0,6316535937.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,1819L005,"Recco Home Care Service, Inc.",524 Hicksville Road,,Massapequa,New York,11758,,,,,New York,,Business Corporation,40.845514,-72.57874,"(40.845514, -72.57874)"
13728,Quality Life Home Health,LHCSA,Licensed Home Care Services Agency,04/26/1989,626 Rxr Plaza,"6th Floor, Suite 679",Uniondale,New York,11556,6313603914.0,6313603923.0,www.morningstarhealth.net,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,7034L001,"Morning Star Home Health Agency, Inc.",626 Rxr Plaza,"6th Floor, Suite 679",Uniondale,New York,11556,,,"6th Floor, Suite 679",,New York,,Business Corporation,40.718881,-73.583289,"(40.718881, -73.583289)"
896,St. Charles Hospital,HOSP,Hospital,01/01/1901,200 Belle Terre Road,,Port Jefferson,New York,11777,6314746600.0,,https://stcharleshospital.chsli.org/,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5149001H,"Catholic Health System of Long Island, Inc.",1 Huntington Quadrangle,,Melville,New York,11747,St Charles Hosp and Rehab Ctr Inc,200 Bell Terre Road,,Port Jefferson,New York,11777.0,Not for Profit Corporation,40.947533,-73.060081,"(40.947533, -73.060081)"
2636,Manhasset Day Center Clinic,HOSP-EC,Hospital Extension Clinic,01/01/1901,Christ Episcopal Church,,Manhasset,New York,11030,7184707621.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Long Island Jewish Medical Center,1630.0,7003004H,Long Island Jewish Medical Center,270-05 76 Avenue,,New Hyde Park,New York,11040,"Northwell Quality and Medical Affairs, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.793499,-73.696411,"(40.793499, -73.696411)"
15455,EOM Management LLC,LHCSA,Licensed Home Care Services Agency,07/07/2023,1295 Broadway,,Hewlett,New York,11557,,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2644L002,"Eom Management, Llc",948 Mcdonald Avenue,2nd Floor,Brooklyn,New York,11215,,,2nd Floor,,New York,,LLC,,,
925,Good Samaritan Hospital Medical Center,HOSP,Hospital,02/01/1979,1000 Montauk Highway,,West Islip,New York,11795,6313763000.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5154001H,Good Samaritan Hospital Medical Center,1000 Montauk Highway,,West Islip,New York,11795,"Catholic Health System of Long Island, Inc.",1 Huntington Quadrangle,,Melville,New York,11747.0,Not for Profit Corporation,40.696751,-73.286324,"(40.696751, -73.286324)"
10025,Charles Evans Center Inc.,DTC-EC,Diagnostic and Treatment Center Extension Clinic,03/22/2017,305 Oser Avenue,,Hauppauge,New York,11788,6314341715.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Charles Evans Center,5771.0,2950212R,"Charles Evans Center, Inc.",857 South Oyster Bay Road,,Bethpage,New York,11714,,,,,New York,,Not for Profit Corporation,40.815947,-73.259574,"(40.815947, -73.259574)"
15039,"Manor Haven Adult Home, Inc.",AH,Adult Home,08/09/1983,222 Columbia Street,,Huntington Station,New York,11746,6315490226.0,6313671240.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-896,"Manor Haven Adult Home, Inc.",222 Columbia Street,,Huntington Station,New York,11746-1275,,,,,New York,,Business Corporation,40.848765,-73.419591,"(40.848765, -73.419591)"
15319,Greenlawn Cancer Center,HOSP-EC,Hospital Extension Clinic,12/07/2021,"270 Pulaski Road, Suite D",,Greenlawn,New York,11740,3475510429.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Long Island Jewish Medical Center,1630.0,7003004H,Long Island Jewish Medical Center,270-05 76 Avenue,,New Hyde Park,New York,11040,"Northwell Quality and Medical Affairs, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,,,
5919,Maxwell Institute of St Vincents,HOSP-EC,Hospital Extension Clinic,01/30/1996,92 Yonkers Avenue,,Tuckahoe,New York,10707,,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,St. Joseph's Medical Center,1098.0,5907002H,"St. Josephs Hospital, Yonkers",127 S Broadway,,Yonkers,New York,10701,,,,,New York,,Not for Profit Corporation,40.951229,-73.829147,"(40.951229, -73.829147)"
490,Glen Cove Hospital,HOSP,Hospital,01/01/1901,101 St Andrews Lane,,Glen Cove,New York,11542,5166747588.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2901000H,Glen Cove Hospital,St Andrews Lane,,Glen Cove,New York,11542,"Northwell Quality and Medical Affairs, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.871731,-73.62159,"(40.871731, -73.62159)"
914,Long Island Select Healthcare,DTC,Diagnostic and Treatment Center,11/21/1985,159 Carleton Avenue,,Central Islip,New York,11722,6315435100.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5154212R,"Long Island Select Healthcare, Inc.",159 Carleton Avenue,,Central Islip,New York,11722,,,,,New York,,Not for Profit Corporation,40.776497,-73.199295,"(40.776497, -73.199295)"
15056,Sunrise of Smithtown,AH,Adult Home,12/01/2012,"30 Hauppauge, Route 111",,Smithtown,New York,11787,6317242299.0,6317242922.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-927,"SZR New York LH, Inc.",4701 Cox Road #301,,Glen Allen,New York,23060,,,,,New York,,Business Corporation,40.853844,-73.188915,"(40.853844, -73.188915)"
15386,St. Johnland Assisted Living,AH,Adult Home,01/13/2023,393 Sunken Meadow Road,,Kings Park,New York,11754,6316634450.0,6316634454.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-E-294,"St. Johnland Assisted Living, Inc.",393 Sunken Meadow Road,,Kings Park,New York,11754,,,,,New York,,LLC,,,
12833,Comfort Keepers #459,LHCSA,Licensed Home Care Services Agency,11/28/2007,6 Green St,,Floral Park,New York,11001-3602,5163287100.0,5163287125.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,1283L001,"Nikao Enterprises, Inc.",6 Green Street,,Floral Park,New York,11001-3602,,,,,New York,,Business Corporation,40.714153,-73.694713,"(40.714153, -73.694713)"
6856,Center for Advanced Medicine,HOSP-EC,Hospital Extension Clinic,03/17/2006,450 Lakeville Road,,Lake Success,New York,11042,5167348500.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,North Shore University Hospital,541.0,2951001H,North Shore University Hospital Inc,300 Community Drive,,Manhasset,New York,11030,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.753628,-73.703323,"(40.753628, -73.703323)"
6312,Fulton Commons Care Center Inc,NH,Residential Health Care Facility - SNF,10/18/2001,60 Merrick Ave,,East Meadows,New York,11554,5162229300.0,5162229333.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2950317N,Fulton Commons Care Center Inc,60 Merrick Ave,,East Meadows,New York,11554,,,,,New York,,Business Corporation,40.721088,-73.577988,"(40.721088, -73.577988)"
15222,"Northwell Health Cancer Institute at Riverhead, A Program of South Shore University Hospital",HOSP-EC,Hospital Extension Clinic,02/03/2021,896 Old Country Road,,Riverhead,New York,11901,,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,South Shore University Hospital,924.0,5154000H,South Shore University Hospital,301 East Main Street,,Bay Shore,New York,11706,"Northwell Quality and Medical Affairs, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,,,
12816,Darby's Home Health Care Services,LHCSA,Licensed Home Care Services Agency,08/03/2007,752A Hempstead Turnpike,Suite 201,Franklin Square,New York,11010,6316478838.0,6319540375.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,1230L001,Ms. Terry Darby,752A Hempstead Turnpike,Suite 201,Franklin Square,New York,11010,,,Suite 201,,New York,,Individual,,,
15026,Brentwood Adult Home,AH,Adult Home,04/24/1989,147 Second Avenue,,Brentwood,New York,11717,6312737204.0,6319519161.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-013,Sarah Halpert Simon Halpert,147 Second Avenue,,Brentwood,New York,11717-4809,,,,,New York,,Individual,40.778863,-73.232392,"(40.778863, -73.232392)"
3137,Fresenius Kidney Care Hempstead,DTC-EC,Diagnostic and Treatment Center Extension Clinic,01/02/2007,615 Peninsula Boulevard,,Hempstead,New York,11550,5164836702.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,FMS-Southern Manhattan Dialysis Center,3414.0,7002176R,New York Dialysis Services Inc,650 Mcclellan,,Schenectady,New York,12304,,,,,New York,,Business Corporation,40.697037,-73.629593,"(40.697037, -73.629593)"
13525,Trusting Hands Homecare Agency,LHCSA,Licensed Home Care Services Agency,02/12/2020,72 Guy Lombardo Avenue,,Freeport,New York,11520,5166295444.0,5166141001.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2490L001,Trusting Hands H.S. LLC,72 Guy Lombardo Avenue,,Freeport,New York,11520,,,,,New York,,LLC,40.654477,-73.585158,"(40.654477, -73.585158)"
5718,LISH at Port Jefferson Station,DTC-EC,Diagnostic and Treatment Center Extension Clinic,06/26/1995,51-33 Terryville Road,,Port Jefferson Station,New York,11776,,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Long Island Select Healthcare,914.0,5154212R,"Long Island Select Healthcare, Inc.",159 Carleton Avenue,,Central Islip,New York,11722,,,,,New York,,Not for Profit Corporation,40.927601,-73.053062,"(40.927601, -73.053062)"
14819,The Bristal at Massapequa,AH,Adult Home,08/07/2006,400 County Line Road,,Massapequa,New York,11758,5166910706.0,5166917204.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,400-F-315,"EB CARE at Massapequa, LLC",400 County Line Road,,Massapequa,New York,11758-1760,,,,,New York,,LLC,40.6787,-73.4247,"(40.6787, -73.4247)"
12851,"Long Island Health Care, Llc",LHCSA,Licensed Home Care Services Agency,10/01/2005,99 Tulip Avenue,"Suite 201, 202, 203",Floral Park,New York,11001,5163521294.0,5163289150.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,1330L001,"Long Island Health Care, Llc",99 Tulip Avenue,Suite 201,Floral Park,New York,11001-1959,,,Suite 201,,New York,,LLC,40.721407,-73.697251,"(40.721407, -73.697251)"
908,Allegria Nursing & Rehabilitation Center of Port Jefferson,NH,Residential Health Care Facility - SNF,03/27/1979,1360 Route 112,,Port Jefferson Station,New York,11776,6314737100.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151323N,"VJJ Holding Company, LLC",1360 Route 112,,Port Jefferson Station,New York,11776,,,,,New York,,LLC,40.91597,-73.034683,"(40.91597, -73.034683)"
8520,Hauppauge Dialysis Center,DTC,Diagnostic and Treatment Center,07/17/2007,30 Central Avenue,,Hauppauge,New York,11788,6317616605.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5154214R,"Hauppauge Dialysis Center, LLC",30 Central Avenue,,Hauppauge,New York,11788,,,,,New York,,LLC,40.807152,-73.22007,"(40.807152, -73.22007)"
12652,"Bayada Home Health Care, Inc.",LHCSA,Licensed Home Care Services Agency,10/25/1999,825 East Gate Blvd,Suite 201,Garden City,New York,11530-2124,5162220092.0,5162220266.0,www.bayada.com,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,0853L001,"Bayada Home Health Care, Inc.",825 East Gate Blvd.,Suite 201,Garden City,New York,11530,,,Suite 201,,New York,,Not for Profit Corporation,40.741522,-73.606561,"(40.741522, -73.606561)"
14810,Christian Fellowship House,AH,Adult Home,10/09/1985,369 Split Rock Road,,Syosset,New York,11791,5169226040.0,5169226130.0,www.christianfellowshiphouse.com#http://www.christianfellowshiphouse.com#,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,400-E-264,Christian Fellowship,369 Split Rock Road,,Syosset,New York,11791-1508,,,,,New York,,Not for Profit Corporation,40.838692,-73.514648,"(40.838692, -73.514648)"
534,A Holly Patterson Extended Care Facility,NH,Residential Health Care Facility - SNF,09/27/1979,875 Jerusalem Avenue,,Uniondale,New York,11553,5165721400.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2950302N,Nassau Health Care Corporation,240 Old Country Road,,Mineola,New York,11501,,,,,New York,,Public Benefit Corporation,40.697464,-73.585617,"(40.697464, -73.585617)"
9749,Precision CyberKnife of New York,HOSP-EC,Hospital Extension Clinic,11/13/2014,181 Belle Meade Road,,East Setauket,New York,11733,6316755399.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,John T Mather Memorial Hospital of Port Jefferson New York Inc,895.0,5149000H,John T Mather of Port Jefferson NY Inc,North Country Road,,Port Jefferson,New York,11777,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.901283,-73.088455,"(40.901283, -73.088455)"
7247,Stonybrook Dialysis Clinic,DTC,Diagnostic and Treatment Center,07/28/1997,26 Research Way,,East Setauket,New York,11733,6314440186.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151205R,"Dialysis Clinic, Inc","1633 Church Street, Suite 500",,Nashville,New York,37203,,,,,New York,,Not for Profit Corporation,40.901566,-73.086426,"(40.901566, -73.086426)"
6462,Medford Multicare Center for Living,NH,Residential Health Care Facility - SNF,09/03/2002,3115 Horseblock Road,,Medford,New York,11763,6317303000.0,6312860703.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151319N,"The Nursing Care Center at Medford, Inc.",3115 Horseblock Road,,Medford,New York,11763,,,,,New York,,Business Corporation,40.825726,-72.985023,"(40.825726, -72.985023)"
4790,FMS-Central Suffolk Artificial Kidney Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,09/22/1992,"5225 Nesconset Highway, Bldg #9",,Port Jefferson Station,New York,11776,6313315600.0,6313316096.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,FMS-Southern Manhattan Dialysis Center,3414.0,7002176R,New York Dialysis Services Inc,650 Mcclellan,,Schenectady,New York,12304,,,,,New York,,Business Corporation,40.927387,-73.043007,"(40.927387, -73.043007)"
552,Plainview Hospital,HOSP,Hospital,02/01/1979,888 Old Country Road,,Plainview,New York,11803,5167193000.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2952005H,Plainview Hospital,888 Old County Road,,Plainview,New York,11803,"Northwell Quality and Medical Affairs, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.774471,-73.478264,"(40.774471, -73.478264)"
15024,Pleasant Gardens Home for Adults,AH,Adult Home,11/28/1989,396 Middle Road,,Bayport,New York,11705,6314721047.0,6314729483.0,www.mercyhaven.org#http://www.mercyhaven.org#,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-E-282,"Mercy Haven, Inc.",396 Middle Road,,Bayport,New York,11705-1928,,,,,New York,,Not for Profit Corporation,40.735472,-73.063662,"(40.735472, -73.063662)"
3572,Planned Parenthood Hudson Peconic - Riverhead,DTC-EC,Diagnostic and Treatment Center Extension Clinic,01/26/1998,877 East Main Street,,Riverhead,New York,11901,5163617526.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,"Planned Parenthood Hudson Peconic, Inc",1049.0,5902208R,"Planned Parenthood Hudson Peconic, Inc.",570 Taxter Road,Suite 250,Elmsford,New York,10523,,,Suite 250,,New York,,Not for Profit Corporation,40.923716,-72.650429,"(40.923716, -72.650429)"
7751,Gladys Brooks Sports Rehab Center,HOSP-EC,Hospital Extension Clinic,04/15/1999,46520 North Road,,Southold,New York,11971,,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Stony Brook University Hospital,245.0,5151001H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,41.073666,-72.427689,"(41.073666, -72.427689)"
13737,"Better Home Health Care, Inc.",LHCSA,Licensed Home Care Services Agency,07/03/1990,202 Merrick Rd,,Rockville Centre,New York,11570-4111,5167633260.0,5167634662.0,www.betterhomecare.com,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,9017L001,"Better Home Health Care, Inc.",202 Merrick Road,,Rockville Centre,New York,11570-4111,,,,,New York,,Business Corporation,,,
9233,Good Samaritan Hospital Women's imaging Center,HOSP-EC,Hospital Extension Clinic,06/16/2011,735 Montauk Highway,,West Islip,New York,11795,6313764144.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Good Samaritan Hospital Medical Center,925.0,5154001H,Good Samaritan Hospital Medical Center,1000 Montauk Highway,,West Islip,New York,11795,"Catholic Health System of Long Island, Inc.",1 Huntington Quadrangle,,Melville,New York,11747.0,Not for Profit Corporation,40.695492,-73.298157,"(40.695492, -73.298157)"
9710,"Great South Bay Endoscopy Center, LLC",DTC,Diagnostic and Treatment Center,08/05/2014,260 Patchogue Yaphank Road,,East Patchogue,New York,11772,,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151209R,"Great South Bay Endoscopy Center, LLC","260 Patchogue Yaphank Road, Suite B",,East Patchogue,New York,11772,,,,,New York,,LLC,40.774773,-72.977829,"(40.774773, -72.977829)"
15041,"Fairlawn Adult Home, Inc.",AH,Adult Home,08/09/1983,301 Eighth Avenue,,East Northport,New York,11731,6317577666.0,6317572959.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-898,"Fairlawn Adult Home, Inc.",301 Eighth Avenue,,East Northport,New York,11731-2118,,,,,New York,,Business Corporation,40.87689,-73.329264,"(40.87689, -73.329264)"
13431,South Bay Licensed Home Care Service Agency,LHCSA,Licensed Home Care Services Agency,01/27/2016,33 Cottontail Run,,Center Moriches,New York,11934,6318780758.0,6318780776.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,2311L001,South Bay Adult Home And Alp Llc,33 Cottontail Run,,Center Moriches,New York,11934,,,,,New York,,LLC,40.789085,-72.8138,"(40.789085, -72.8138)"
13091,Maple Pointe Senior Care Lhcsa,LHCSA,Licensed Home Care Services Agency,04/12/2010,260 Maple Avenue,,Rockville Center,New York,11570-4368,5167644848.0,5167644442.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,1760L001,"Maple Pointe Senior Care, Llc",260 Maple Avenue,,Rockville Center,New York,11570,,,,,New York,,LLC,40.658021,-73.631837,"(40.658021, -73.631837)"
513,Mercy Hospital,HOSP,Hospital,08/01/1979,1000 North Village Avenue,,Rockville Centre,New York,11570,5167052525.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2909000H,Mercy Medical Center,393 Front Street,,Hempstead,New York,11530,"Catholic Health System of Long Island, Inc.",1 Huntington Quadrangle,,Melville,New York,11747.0,Not for Profit Corporation,40.688408,-73.63324,"(40.688408, -73.63324)"
13192,"Marina Homecare Agency Of Ny, Inc.",LHCSA,Licensed Home Care Services Agency,03/27/2015,31 Main Road,Suite 9,Riverhead,New York,11901,6313696080.0,6313696080.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,1928L001,"Marina Homecare Agency Of Ny, Inc.",31 Main Road,Suite 9,Riverhead,New York,11901,,,Suite 9,,New York,,Business Corporation,40.937027,-72.646112,"(40.937027, -72.646112)"
12743,"Infusion Healthcare, Llc",LHCSA,Licensed Home Care Services Agency,09/22/2004,317 Nassau Boulevard,,Garden City,New York,11530-5313,5162922961.0,5162925154.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,1069L001,"Infusion Healthcare, Llc",317 Nassau Boulevard,,Garden City South,New York,11530-5313,,,,,New York,,LLC,40.7159,-73.6611,"(40.7159, -73.6611)"
15071,Gurwin Jewish Fay J. Lindner Residence,EHP,Enriched Housing Program,06/06/2001,50 Hauppauge Road,,Commack,New York,11725,6317158500.0,6317158580.0,www.Gurwin.org#http://www.Gurwin.org#,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-S-289,"Gurwin Jewish - Fay J. Lindner Residences, Inc.",50 Hauppauge Road,,Commack,New York,11725-4403,,,,,New York,,Not for Profit Corporation,40.829629,-73.297862,"(40.829629, -73.297862)"
9960,The NSUH Imaging Center at Smithtown,HOSP-EC,Hospital Extension Clinic,09/22/2016,226 Middle Country Road,,Smithtown,New York,11787,,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,North Shore University Hospital,541.0,2951001H,North Shore University Hospital Inc,300 Community Drive,,Manhasset,New York,11030,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.855995,-73.182725,"(40.855995, -73.182725)"
552,Plainview Hospital,HOSP,Hospital,02/01/1979,888 Old Country Road,,Plainview,New York,11803,5167193000.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2952005H,Plainview Hospital,888 Old County Road,,Plainview,New York,11803,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.774471,-73.478264,"(40.774471, -73.478264)"
3983,Nassau Day Training Program,HOSP-EC,Hospital Extension Clinic,05/26/1988,4 Kuhl Avenue,,Hicksville,New York,11801,7184707621.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Long Island Jewish Medical Center,1630.0,7003004H,Long Island Jewish Medical Center,270-05 76 Avenue,,New Hyde Park,New York,11040,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.766811,-73.541031,"(40.766811, -73.541031)"
10053,East Islip Dialysis,DTC,Diagnostic and Treatment Center,07/01/2017,200 Carleton Avenue,,East Islip,New York,11730,,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5154213R,"True North II DC, LLC",200 Carleton Avenue,,East Islip,New York,11730,,,,,New York,,LLC,40.740743,-73.193226,"(40.740743, -73.193226)"
13700,"East End Home Care, Inc.",LHCSA,Licensed Home Care Services Agency,11/14/2019,43375 Route 48,"Unit 2, P.O. Box 694",Southold,New York,11971,6318765295.0,6318765296.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,2729L001,"East End Home Care, Inc.",43375 Route 48,"Unit 2, P.O. Box 694",Southold,New York,11971,,,"Unit 2, P.O. Box 694",,New York,,Business Corporation,41.678674,-74.162941,"(41.678674, -74.162941)"
13120,"Recco Home Care Service, Inc.",LHCSA,Licensed Home Care Services Agency,03/04/2011,524 Hicksville Road,,Massapequa,New York,11758,5167986688.0,5167986740.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,1819L001,"Recco Home Care Service, Inc.",524 Hicksville Road,,Massapequa,New York,11758,,,,,New York,,Business Corporation,40.678405,-73.473936,"(40.678405, -73.473936)"
518,Long Island Jewish Valley Stream,HOSP,Hospital,01/01/1901,900 Franklin Avenue,,Valley Stream,New York,11580,5162566000.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Long Island Jewish Medical Center,1630.0,7003004H,Long Island Jewish Medical Center,270-05 76 Avenue,,New Hyde Park,New York,11040,"Northwell Quality and Medical Affairs, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.681789,-73.685814,"(40.681789, -73.685814)"
9726,Advantage Care Diagnostic and Treatment Center - Freeport,DTC-EC,Diagnostic and Treatment Center Extension Clinic,09/24/2014,230 Hanse Avenue,,Freeport,New York,11520,,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,"Advantage Care Diagnostic and Treatment Center, Inc.",6702.0,2987200R,"Advantage Care Diagnostic and Treatment Center, Inc.",189 Wheatley Road,,Brookville,New York,11545,,,,,New York,,Not for Profit Corporation,40.645609,-73.570932,"(40.645609, -73.570932)"
9068,Long Island Renal Care,DTC-EC,Diagnostic and Treatment Center Extension Clinic,10/19/2009,3460 Great Neck Road,,Amityville,New York,11701,6315326969.0,6315326958.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Bronx Dialysis Center,6661.0,7000272R,"Knickerbocker Dialysis, Inc",1615-1617 Eastchester Road,,Bronx,New York,10461,,,,,New York,,Business Corporation,40.702305,-73.415138,"(40.702305, -73.415138)"
2636,Manhasset Day Center Clinic,HOSP-EC,Hospital Extension Clinic,01/01/1901,Christ Episcopal Church,,Manhasset,New York,11030,7184707621.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Long Island Jewish Medical Center,1630.0,7003004H,Long Island Jewish Medical Center,270-05 76 Avenue,,New Hyde Park,New York,11040,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.793499,-73.696411,"(40.793499, -73.696411)"
10134,Port Jefferson Ambulatory Surgery Center,DTC,Diagnostic and Treatment Center,02/13/2018,1500 Route 112,,Port Jefferson Station,New York,11776,6318285554.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151210R,"Port Jefferson ASC, LLC",1500 Route 112,,Port Jefferson Station,New York,11776,,,,,New York,,LLC,40.913174,-73.030971,"(40.913174, -73.030971)"
15627,Orthopedic Spine & Sports Medicine Surgical Institute,DTC,Diagnostic and Treatment Center,03/28/2024,115 Eileen Way,,Syosset,New York,11791,5164409400.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2952205R,"Syosset Ambulatory Surgery Center, LLC",115 Eileen Way,,Syosset,New York,11791,,,,,New York,,LLC,,,
15073,"The Shores at Peconic Landing Assisted Living Residence, Inc.",EHP,Enriched Housing Program,02/26/2003,1600 Brecknock Road,,Greenport,New York,11944,6314773800.0,6314770061.0,www.peconiclanding.com#http://www.peconiclanding.com/#,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-S-298,"The Shores at Peconic Landing Assisted Living Residence, Inc.",1500 Brecknock Road,,Greenport,New York,11944-3117,,,,,New York,,Not for Profit Corporation,41.119609,-72.361823,"(41.119609, -72.361823)"
13816,"Long Island Care At Home, Ltd.",LHCSA,Licensed Home Care Services Agency,05/19/1993,325 Broadway,,Bethpage,New York,11714,5167940700.0,5167940787.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,9376L001,"Long Island Care At Home, Ltd.",325 Broadway,,Bethpage,New York,11714,,,,,New York,,Business Corporation,,,
12755,"Premier Home Health Care Services, Inc.",LHCSA,Licensed Home Care Services Agency,02/13/2012,900 Merchants Concourse,Suite 212,Westbury,New York,11590,5162921500.0,5162923917.0,www.premierhomehealthcare.com,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,1086L013,"Premier Home Health Care Services, Inc.",1430 Broadway,Suite 1615,New York,New York,10018,,,Suite 1615,,New York,,Business Corporation,,,
